X,y
0.0,0.22331178576236194
0.10101010101010101,0.37639406947910115
0.20202020202020202,0.6828157961091526
0.30303030303030304,1.0932652271424823
0.40404040404040403,0.5419258519661744
0.5050505050505051,2.2573361044001756
0.6060606060606061,1.951673359601252
0.7070707070707071,2.9818515920835895
0.8080808080808081,2.763441423002917
0.9090909090909091,2.1622532702982937
1.0101010101010102,2.4734654411162733
1.1111111111111112,3.107847949228951
1.2121212121212122,3.9683939490728375
1.3131313131313131,3.685349826138005
1.4141414141414141,3.888091327585795
1.5151515151515151,4.389054689310828
1.6161616161616161,4.797367631149444
1.7171717171717171,4.901307820192297
1.8181818181818181,5.101964342424952
1.9191919191919191,5.931277470262153
2.0202020202020203,6.3720263828284445
2.121212121212121,6.2838281507103035
2.2222222222222223,6.168319202284338
2.323232323232323,6.792385773469548
2.4242424242424243,7.467829506410537
2.525252525252525,7.524771183545548
2.6262626262626263,7.134954294995311
2.727272727272727,8.809589099601105
2.8282828282828283,9.149632507621806
2.929292929292929,7.939512076706892
3.0303030303030303,9.624271123298234
3.131313131313131,9.596478433852225
3.2323232323232323,9.47941466523049
3.3333333333333335,9.476726957134453
3.4343434343434343,10.376809682255715
3.5353535353535355,11.435757839584985
3.6363636363636362,10.129978799619293
3.7373737373737375,10.924710167635599
3.8383838383838382,11.280122139019925
3.9393939393939394,11.361277931410626
4.040404040404041,12.136466913619609
4.141414141414141,12.896443653524303
4.242424242424242,12.782248537822126
4.343434343434343,13.043585211742037
4.444444444444445,13.760737617000245
4.545454545454545,13.637160186673997
4.646464646464646,14.174413824181878
4.747474747474747,14.515347454673327
4.848484848484849,14.693865996711589
4.94949494949495,15.364929690006464
5.05050505050505,15.165228783432521
5.151515151515151,15.278047644567513
5.252525252525253,15.841581141856537
5.353535353535354,16.20079738493664
5.454545454545454,16.91504795007973
5.555555555555555,16.055900018826183
5.656565656565657,17.101216494787188
5.757575757575758,16.98328045348887
5.858585858585858,18.271624829774844
5.959595959595959,17.686015416639457
6.0606060606060606,18.364947151913988
6.161616161616162,18.46743641684093
6.262626262626262,18.920771316372964
6.363636363636363,19.0650048072107
6.4646464646464645,19.684065081598096
6.565656565656566,20.184457752616073
6.666666666666667,19.70819913974771
6.767676767676767,19.72328219232313
6.8686868686868685,20.901881979271938
6.96969696969697,20.973444425807706
7.070707070707071,20.939128773661242
7.171717171717171,21.706600697861475
7.2727272727272725,21.6459525456936
7.373737373737374,21.969192744351144
7.474747474747475,21.365211546943026
7.575757575757575,23.407790604359306
7.6767676767676765,22.8800736804065
7.777777777777778,23.575665583702037
7.878787878787879,23.58153698312397
7.979797979797979,24.57807417094935
8.080808080808081,24.739746463402945
8.181818181818182,24.838151748171736
8.282828282828282,24.893276302322242
8.383838383838384,25.440760729030142
8.484848484848484,24.004272867291313
8.585858585858587,26.025233971949607
8.686868686868687,24.57464804464272
8.787878787878787,25.994337058733027
8.88888888888889,26.739821728071313
8.98989898989899,26.604381616898884
9.09090909090909,27.04993754091283
9.191919191919192,27.930944690624973
9.292929292929292,28.25146297039559
9.393939393939394,27.25375591370296
9.494949494949495,28.414321758855113
9.595959595959595,28.854174914848063
9.696969696969697,28.17659437689816
9.797979797979798,29.862624301143054
9.8989898989899,28.898219098470268
10.0,30.104315791530247
